Date,Open,High,Low,Close,Volume
2020-11-24,9.649999618530273,10.329999923706055,9.649999618530273,9.75,105600
2020-11-25,9.850000381469727,9.899999618530273,9.815999984741211,9.819999694824219,274800
2020-11-27,10.020000457763672,10.071000099182129,9.800000190734863,10.0,45400
2020-11-30,10.920000076293945,10.920000076293945,9.65999984741211,9.920000076293945,532900
2020-12-01,9.960000038146973,9.960000038146973,9.899999618530273,9.930000305175781,97700
2020-12-02,10.0,10.0,9.899999618530273,9.960000038146973,26500
2020-12-03,9.930000305175781,9.989999771118164,9.850000381469727,9.930000305175781,1306200
2020-12-04,10.0,10.0,9.869999885559082,9.949999809265137,161700
2020-12-07,10.010000228881836,10.09000015258789,9.880000114440918,10.039999961853027,354300
2020-12-08,10.149999618530273,10.1899995803833,10.0,10.0,42400
2020-12-09,10.0,10.069999694824219,9.90999984741211,10.0,171500
2020-12-10,10.34000015258789,10.34000015258789,9.930000305175781,10.0,1795200
2020-12-11,10.020000457763672,10.199999809265137,9.979999542236328,10.199999809265137,832700
2020-12-14,10.300000190734863,10.300000190734863,10.109999656677246,10.170000076293945,378900
2020-12-15,10.199999809265137,10.3100004196167,10.147000312805176,10.289999961853027,229100
2020-12-16,10.300000190734863,10.470000267028809,10.201000213623047,10.4399995803833,132000
2020-12-17,10.430000305175781,10.430000305175781,10.211999893188477,10.329999923706055,128900
2020-12-18,10.430000305175781,10.430000305175781,10.130000114440918,10.1899995803833,501000
2020-12-21,10.300000190734863,10.350000381469727,10.199999809265137,10.300000190734863,402500
2020-12-22,10.449999809265137,10.5,10.300000190734863,10.329999923706055,1363800
2020-12-23,10.489999771118164,10.5,10.319999694824219,10.399999618530273,560500
2020-12-24,10.460000038146973,10.479999542236328,10.25,10.430000305175781,1043300
2020-12-28,10.600000381469727,10.65999984741211,10.430000305175781,10.470000267028809,1033100
2020-12-29,10.5,10.75,10.359999656677246,10.75,771300
2020-12-30,10.5600004196167,10.649999618530273,10.380000114440918,10.399999618530273,826400
2020-12-31,10.420000076293945,10.449999809265137,10.300000190734863,10.40999984741211,350600
2021-01-04,10.460000038146973,10.5,10.300000190734863,10.399999618530273,292700
2021-01-05,10.359999656677246,10.399999618530273,10.329999923706055,10.369999885559082,286600
2021-01-06,10.369999885559082,10.449999809265137,10.3100004196167,10.4399995803833,614600
2021-01-07,10.460000038146973,10.470000267028809,10.300000190734863,10.369999885559082,1052900
2021-01-08,10.390000343322754,10.680000305175781,10.390000343322754,10.619999885559082,996500
2021-01-11,10.649999618530273,10.65999984741211,10.494999885559082,10.5,637700
2021-01-12,10.640000343322754,10.9399995803833,10.600000381469727,10.760000228881836,695500
2021-01-13,10.949999809265137,10.949999809265137,10.649999618530273,10.720000267028809,757900
2021-01-14,10.850000381469727,10.949999809265137,10.654999732971191,10.720000267028809,1561500
2021-01-15,10.649999618530273,10.729999542236328,10.579999923706055,10.649999618530273,1244700
2021-01-19,10.699999809265137,10.770000457763672,10.619999885559082,10.739999771118164,736500
2021-01-20,10.800000190734863,10.880000114440918,10.729999542236328,10.84000015258789,687200
2021-01-21,10.880000114440918,11.050000190734863,10.880000114440918,10.899999618530273,602700
2021-01-22,10.989999771118164,11.11299991607666,10.84000015258789,10.90999984741211,1200800
2021-01-25,11.149999618530273,11.399999618530273,10.880000114440918,10.960000038146973,2203700
2021-01-26,10.960000038146973,11.15999984741211,10.699999809265137,10.739999771118164,1087500
2021-01-27,10.600000381469727,10.84000015258789,10.399999618530273,10.489999771118164,1268000
2021-01-28,10.579999923706055,10.680000305175781,10.449999809265137,10.569999694824219,1428000
2021-01-29,10.520000457763672,10.609999656677246,10.350000381469727,10.59000015258789,900800
2021-02-01,10.680000305175781,10.8100004196167,10.609999656677246,10.800000190734863,1484300
2021-02-02,10.850000381469727,10.949999809265137,10.670000076293945,10.800000190734863,981400
2021-02-03,10.979999542236328,11.100000381469727,10.90999984741211,11.020000457763672,756700
2021-02-04,11.020000457763672,11.15999984741211,10.930000305175781,11.0,2635600
2021-02-05,11.09000015258789,11.1899995803833,10.770000457763672,10.869999885559082,5191800
2021-02-08,11.0,11.0600004196167,10.819999694824219,10.859999656677246,1803700
2021-02-09,10.800000190734863,10.890000343322754,10.710000038146973,10.850000381469727,1125900
2021-02-10,10.84000015258789,11.010000228881836,10.680000305175781,10.979999542236328,1338900
2021-02-11,10.9399995803833,11.010000228881836,10.8100004196167,10.869999885559082,794800
2021-02-12,10.859999656677246,10.880000114440918,10.760000228881836,10.800000190734863,401000
2021-02-16,10.800000190734863,10.9399995803833,10.800000190734863,10.880000114440918,692700
2021-02-17,10.899999618530273,10.920000076293945,10.805000305175781,10.84000015258789,557900
2021-02-18,10.800000190734863,10.831000328063965,10.614999771118164,10.680000305175781,850200
2021-02-19,10.670000076293945,10.850000381469727,10.670000076293945,10.760000228881836,751900
2021-02-22,10.6899995803833,10.760000228881836,10.585000038146973,10.6899995803833,1457100
2021-02-23,10.489999771118164,10.574999809265137,10.229999542236328,10.5,1420200
2021-02-24,10.520000457763672,10.729999542236328,10.5,10.710000038146973,932500
2021-02-25,10.640000343322754,10.710000038146973,10.305000305175781,10.359999656677246,1071400
2021-02-26,10.319999694824219,10.539999961853027,10.210000038146973,10.489999771118164,676800
2021-03-01,10.510000228881836,10.59000015258789,10.359999656677246,10.40999984741211,626500
2021-03-02,10.399999618530273,10.489999771118164,10.069999694824219,10.369999885559082,838800
2021-03-03,10.260000228881836,10.300000190734863,10.079999923706055,10.119999885559082,531700
2021-03-04,10.100000381469727,10.75,10.0,10.119999885559082,1640000
